maid,latitude,longitude,timestamp,flux
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.00167179107666,-38.51558303833008,2025-08-01 00:03:36+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.0016450881958,-38.51555252075195,2025-08-01 00:09:06+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001681327819824,-38.51551055908203,2025-08-01 00:16:55+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001630783081055,-38.515586853027344,2025-08-01 00:49:32+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001662254333496,-38.51551818847656,2025-08-01 00:51:53+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001640319824219,-38.51555252075195,2025-08-01 01:20:37+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001643180847168,-38.515586853027344,2025-08-01 01:26:30+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001604080200195,-38.5155029296875,2025-08-01 01:32:37+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001642227172852,-38.515567779541016,2025-08-01 01:38:36+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.00161361694336,-38.51552200317383,2025-08-01 01:46:30+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001675605773926,-38.51556396484375,2025-08-01 01:54:11+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001680374145508,-38.515506744384766,2025-08-01 02:00:11+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001611709594727,-38.515525817871094,2025-08-01 03:02:29+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001629829406738,-38.515560150146484,2025-08-01 10:54:51+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001629829406738,-38.515560150146484,2025-08-01 10:54:51+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001649856567383,-38.515560150146484,2025-08-01 13:16:43+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001649856567383,-38.515560150146484,2025-08-01 13:16:43+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001649856567383,-38.51517868041992,2025-08-01 14:36:51+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001649856567383,-38.51517868041992,2025-08-01 14:36:51+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001680374145508,-38.515560150146484,2025-08-01 23:47:42+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001680374145508,-38.515560150146484,2025-08-01 23:47:42+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001609802246094,-38.51546096801758,2025-08-02 04:02:19+07:00,B
/Uk8WjdhP2tqzw40BkAp7IR2ZH/yHWWQ0lyQCYhkqfr6m9hH8EYSbAnmlsAjvcIo,-13.001609802246094,-38.51546096801758,2025-08-02 04:02:19+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,21.31130027770996,-104.98571014404297,2025-07-29 08:43:11+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,45.77021026611328,-73.60733032226562,2025-07-29 08:47:17+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,52.242401123046875,-113.77776336669922,2025-07-29 12:06:22+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,53.496978759765625,-112.05181121826172,2025-07-29 14:11:50+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,53.49721908569336,-112.05184936523438,2025-07-29 14:11:53+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,53.497230529785156,-112.05181884765625,2025-07-29 14:11:56+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,53.49723815917969,-112.05181884765625,2025-07-29 14:12:04+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,53.49728012084961,-112.05180358886719,2025-07-29 14:12:16+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,53.497230529785156,-112.05184936523438,2025-07-29 14:12:35+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-29.067340850830078,-50.96141815185547,2025-07-29 15:34:40+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-34.602298736572266,-58.385379791259766,2025-07-29 16:21:07+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-34.6026611328125,-58.38520050048828,2025-07-29 16:21:17+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-23.629379272460938,-46.635101318359375,2025-07-29 17:09:39+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,42.99150848388672,-82.3596420288086,2025-07-29 17:26:08+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-21.20163917541504,-50.430320739746094,2025-07-29 17:54:30+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-35.03670120239258,-60.267608642578125,2025-07-29 18:38:56+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-35.03657913208008,-60.267391204833984,2025-07-29 18:39:49+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-35.0364990234375,-60.26741027832031,2025-07-29 18:40:39+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-35.0369987487793,-60.2677001953125,2025-07-29 18:41:07+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-35.03628158569336,-60.26765823364258,2025-07-29 18:41:38+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-35.0369987487793,-60.26831817626953,2025-07-29 18:41:41+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-35.03691101074219,-60.26729965209961,2025-07-29 18:41:45+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.54059982299805,127.07630157470703,2025-07-29 19:39:57+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.210899353027344,128.11219787597656,2025-07-30 08:12:09+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,20.946399688720703,-89.61730194091797,2025-07-30 14:05:16+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-23.62929916381836,-46.634761810302734,2025-07-30 14:33:19+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,34.81420135498047,126.3905029296875,2025-07-30 15:04:36+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,51.04064178466797,-114.07640838623047,2025-07-30 16:31:13+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,51.04059982299805,-114.07640075683594,2025-07-30 16:31:14+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.508399963378906,129.4185028076172,2025-07-30 16:31:26+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.18421173095703,-79.99040985107422,2025-07-30 16:38:03+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.184200286865234,-79.99040222167969,2025-07-30 16:38:03+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-23.629499435424805,-46.635101318359375,2025-07-30 16:40:14+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,-23.629310607910156,-46.635169982910156,2025-07-30 16:40:31+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.2677001953125,127.04570007324219,2025-07-30 16:44:59+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.102500915527344,129.03939819335938,2025-07-30 16:50:55+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.50149917602539,127.00129699707031,2025-07-30 16:55:29+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.433101654052734,127.13770294189453,2025-07-30 17:18:14+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,36.78820037841797,127.13865661621094,2025-07-30 17:26:32+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,36.78813171386719,127.1386489868164,2025-07-30 17:27:03+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,36.78815841674805,127.13861846923828,2025-07-30 17:27:37+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,36.78810119628906,127.13860321044922,2025-07-30 17:27:39+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,36.78810119628906,127.13860321044922,2025-07-30 17:27:56+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.458499908447266,126.70149993896484,2025-07-30 17:29:38+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.65143966674805,-79.3851089477539,2025-07-30 17:35:17+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.65140151977539,-79.38510131835938,2025-07-30 17:35:45+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.21179962158203,126.88760375976562,2025-07-30 17:55:21+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.54790115356445,126.90859985351562,2025-07-30 18:02:09+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.750099182128906,126.49520111083984,2025-07-30 18:08:02+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,45.331600189208984,-75.67179870605469,2025-07-30 18:09:21+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,45.33161163330078,-75.67182159423828,2025-07-30 18:09:25+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.92023849487305,128.6632537841797,2025-07-30 18:14:08+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.92023849487305,128.6632080078125,2025-07-30 18:14:11+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.92021942138672,128.66314697265625,2025-07-30 18:14:13+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.92021942138672,128.6632843017578,2025-07-30 18:14:34+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.920230865478516,128.6632537841797,2025-07-30 18:14:40+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,36.59159851074219,127.2916030883789,2025-07-30 18:32:20+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.596099853515625,127.0291976928711,2025-07-30 19:04:23+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.15489959716797,127.06739807128906,2025-07-30 19:13:37+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,34.81420135498047,126.3905029296875,2025-07-30 19:17:18+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,46.24530029296875,-60.22610092163086,2025-07-30 19:23:43+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,46.24531173706055,-60.226139068603516,2025-07-30 19:23:46+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.2505989074707,127.06680297851562,2025-07-30 19:36:36+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.37419891357422,128.3946075439453,2025-07-30 19:41:12+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,34.77037811279297,127.07347106933594,2025-07-30 20:29:04+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,34.77040100097656,127.0734634399414,2025-07-30 20:29:59+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,34.77040100097656,127.07340240478516,2025-07-30 20:30:02+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,34.77040100097656,127.07340240478516,2025-07-30 20:30:51+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,34.770408630371094,127.07340240478516,2025-07-30 20:31:50+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,46.157920837402344,-74.69772338867188,2025-07-30 21:34:26+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,46.157901763916016,-74.69770050048828,2025-07-30 21:34:27+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.59880065917969,127.10759735107422,2025-07-30 23:32:42+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.409698486328125,129.1614990234375,2025-07-30 23:45:36+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.102500915527344,129.03939819335938,2025-07-31 00:36:51+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.50149917602539,127.00129699707031,2025-07-31 02:23:10+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,49.94110107421875,-97.05780029296875,2025-07-31 02:46:10+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,49.94112014770508,-97.05783081054688,2025-07-31 02:46:14+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.65760040283203,-79.37979888916016,2025-07-31 02:59:41+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.65761947631836,-79.37982177734375,2025-07-31 02:59:45+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.55516815185547,126.93689727783203,2025-07-31 03:03:41+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.55546951293945,126.93726348876953,2025-07-31 03:03:50+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,35.92015075683594,128.66314697265625,2025-07-31 03:12:29+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,47.535118103027344,-52.76142883300781,2025-07-31 03:59:32+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,47.535099029541016,-52.76139831542969,2025-07-31 03:59:33+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.72740936279297,-79.26042938232422,2025-07-31 04:00:02+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.22843933105469,-79.9071273803711,2025-07-31 04:00:35+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.72740173339844,-79.2603988647461,2025-07-31 04:00:38+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.22840118408203,-79.90709686279297,2025-07-31 04:00:47+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.433101654052734,127.13770294189453,2025-07-31 05:23:12+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,37.54790115356445,126.90859985351562,2025-07-31 06:21:24+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,42.997920989990234,-81.26020812988281,2025-07-31 06:25:13+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,42.99789810180664,-81.26020050048828,2025-07-31 06:25:14+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,49.71889877319336,-112.62979888916016,2025-07-31 06:51:23+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,49.71892166137695,-112.62982940673828,2025-07-31 06:51:26+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.072181701660156,-79.95590209960938,2025-07-31 06:53:12+07:00,B
/pHyf5BIDN7zrQgCd7Q1B9pryzSNeIg+z8UOfJglmmYnPNfZX38OpVxnXzqgcPxI,43.07210159301758,-79.95590209960938,2025-07-31 06:53:29+07:00,B
