maid,geohash,timestamp,latitude,longitude,flux
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 00:37:32+00:00,47.467262268066406,1.0602842569351196,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 00:42:18+00:00,47.46710205078125,1.0604356527328491,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 14:04:39+00:00,47.467220306396484,1.060307502746582,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 14:33:25+00:00,47.4671630859375,1.060487151145935,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 14:44:44+00:00,47.46723556518555,1.060265064239502,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 15:16:25+00:00,47.46701431274414,1.0604742765426636,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 15:56:33+00:00,47.467132568359375,1.060437798500061,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 16:46:21+00:00,47.46724319458008,1.0604710578918457,B
+2TiMl2JkTqTNCl079fIzGl9HSRIQzskaaV3uTPXlkoXaSRl4whtMAdmbSj7I0Nu,u02y01h,2025-07-31 16:52:45+00:00,47.46718215942383,1.06041419506073,B
+2ddkR3zv+dE+8FJdMnuzaaxwcKf4emkUjC933QiFOQtTl4kxj15Ky+NkWqVO3EP,f25dv9h,2025-07-30 22:27:38+00:00,45.490028381347656,-73.58001708984375,B
+2ddkR3zv+dE+8FJdMnuzaaxwcKf4emkUjC933QiFOQtTl4kxj15Ky+NkWqVO3EP,f25dv9h,2025-08-02 22:17:15+00:00,45.490081787109375,-73.580078125,B
+378x2MEUN/ei17iVly8W4U14Gx1F4i99NDVhJW7hjKGJAyL/euy7m5ICEOJXW+s,u30gbhy,2025-08-02 21:40:03+00:00,51.31100082397461,12.314000129699707,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-07-29 02:00:38+00:00,-22.38220977783203,-41.779319763183594,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-07-29 02:45:09+00:00,-22.382259368896484,-41.779300689697266,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-07-29 23:01:50+00:00,-22.38220977783203,-41.77933883666992,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-01 13:43:44+00:00,-22.38224983215332,-41.77933883666992,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 03:19:44+00:00,-22.382280349731445,-41.77936935424805,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 03:19:47+00:00,-22.382259368896484,-41.77933883666992,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 03:29:50+00:00,-22.382219314575195,-41.779300689697266,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 03:31:17+00:00,-22.382259368896484,-41.77933883666992,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 03:49:34+00:00,-22.382230758666992,-41.779319763183594,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 04:00:41+00:00,-22.382219314575195,-41.779361724853516,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 04:05:03+00:00,-22.382280349731445,-41.77933120727539,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 04:05:52+00:00,-22.38224983215332,-41.77933120727539,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 13:51:56+00:00,-22.38220977783203,-41.779361724853516,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-03 13:52:03+00:00,-22.382509231567383,-41.779319763183594,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m9,2025-08-03 13:53:56+00:00,-22.381879806518555,-41.77956008911133,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-05 15:23:31+00:00,-22.38220977783203,-41.7793083190918,B
+4S3IqNyVtULPfIrA12a45t2GdF16H6L6StTYk33UlDLOvMzacZEMFjIgZGtkHuI,7h429m3,2025-08-05 15:41:57+00:00,-22.38220977783203,-41.7793083190918,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9r,2025-08-01 04:41:52+00:00,45.490379333496094,-73.39990234375,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fcc0,2025-08-01 04:42:52+00:00,45.489601135253906,-73.39884948730469,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9p,2025-08-01 05:31:38+00:00,45.48994827270508,-73.40059661865234,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9p,2025-08-01 05:34:35+00:00,45.48952102661133,-73.39994049072266,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9p,2025-08-01 05:34:47+00:00,45.48952102661133,-73.39996337890625,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9p,2025-08-01 05:36:10+00:00,45.48942184448242,-73.400146484375,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9p,2025-08-01 08:21:32+00:00,45.48978042602539,-73.40072631835938,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fcc0,2025-08-01 09:14:35+00:00,45.48920822143555,-73.39959716796875,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9n,2025-08-01 10:08:18+00:00,45.48994064331055,-73.40154266357422,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9n,2025-08-01 10:08:25+00:00,45.48997116088867,-73.40152740478516,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fcc0,2025-08-01 10:57:18+00:00,45.48991012573242,-73.39956665039062,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fcc0,2025-08-01 10:57:45+00:00,45.489959716796875,-73.39952087402344,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fcc0,2025-08-01 12:31:20+00:00,45.48992919921875,-73.3994369506836,B
+4TqZVS1u9oParC6nb2lGVOtPIbqyy36EbXyPjpT/1MShfjVPDRRL8d2muyYGqCy,f25fc9p,2025-08-01 12:34:58+00:00,45.4900016784668,-73.40042877197266,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2x1t,2025-07-31 09:27:54+00:00,43.69036865234375,-79.48999786376953,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2x1m,2025-07-31 09:44:08+00:00,43.68962097167969,-79.48999786376953,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-02 19:32:05+00:00,43.6500129699707,-79.55992126464844,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-02 21:27:13+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-02 21:32:04+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-02 21:35:38+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-02 21:40:24+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-02 21:43:00+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-03 11:58:16+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-03 12:00:42+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-03 12:05:02+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-03 12:05:58+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md6,2025-08-03 12:26:06+00:00,43.65007019042969,-79.55998229980469,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-03 19:28:47+00:00,43.650001525878906,-79.55999755859375,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md6,2025-08-04 22:40:24+00:00,43.65007400512695,-79.55995178222656,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md4,2025-08-05 10:48:15+00:00,43.65000534057617,-79.55992126464844,B
+4l73pR/SWGDEPCYcC6FRi8G/kSdoI+WT9GsVKxnEYlGH3f0WSesZ+2QicbNoIUD,dpz2md6,2025-08-05 11:27:57+00:00,43.65008544921875,-79.55996704101562,B
+5gSO1cf/CgjZkFQYuXTzsvRpMeUQbASalLRMLAH/fZ+gElOTjoGQQ8kGtoA/2fM,u0kgk3e,2025-07-31 06:59:56+00:00,46.986419677734375,6.8710126876831055,B
+5gSO1cf/CgjZkFQYuXTzsvRpMeUQbASalLRMLAH/fZ+gElOTjoGQQ8kGtoA/2fM,u0kg78u,2025-07-31 08:47:10+00:00,46.98235321044922,6.840331554412842,B
+5gSO1cf/CgjZkFQYuXTzsvRpMeUQbASalLRMLAH/fZ+gElOTjoGQQ8kGtoA/2fM,u0kgk0n,2025-07-31 13:48:35+00:00,46.978302001953125,6.864313125610352,B
+5gSO1cf/CgjZkFQYuXTzsvRpMeUQbASalLRMLAH/fZ+gElOTjoGQQ8kGtoA/2fM,u0kgm4p,2025-07-31 15:12:49+00:00,46.98876190185547,6.909217834472656,B
+5gSO1cf/CgjZkFQYuXTzsvRpMeUQbASalLRMLAH/fZ+gElOTjoGQQ8kGtoA/2fM,u0kgkd0,2025-08-01 05:39:27+00:00,46.98925018310547,6.878337860107422,B
+6C1efjxiqwu28xKugZZzAu36JX2qU08+NDyayP28zof0m6eKn5SPwnDjmCMWRla,f25e9b0,2025-08-01 01:21:48+00:00,45.61608123779297,-73.75090026855469,B
+6C1efjxiqwu28xKugZZzAu36JX2qU08+NDyayP28zof0m6eKn5SPwnDjmCMWRla,f25e9b0,2025-08-01 01:21:54+00:00,45.61603927612305,-73.75089263916016,B
+6C1efjxiqwu28xKugZZzAu36JX2qU08+NDyayP28zof0m6eKn5SPwnDjmCMWRla,f25e9b0,2025-08-01 02:02:35+00:00,45.61606979370117,-73.75041961669922,B
+6fdh5cB8oT7krDOi6jPJFQgzw3Rkqh1oxk2SrGjdVSa4qw1mrBCLz7DXnJyc1MH,f25ke9s,2025-07-31 15:43:20+00:00,45.79990005493164,-74.0199966430664,B
+6pVVW23z1X/h2ZASBt5UV1qmb7ksm1GK92oaOsDy9FuFEJbmVRnb+7Mme4CKl4J,u09tvmy,2025-08-03 13:49:24+00:00,48.85580062866211,2.349400043487549,B
+7v3O22woo1MdnGdv3M4RM1Mfv3HeXVCKZV/6ojzfHQdYEGiaUiRtUh3e7QyEHOK,ezjmgu1,2025-07-31 06:28:53+00:00,40.40908432006836,-3.700165033340454,B
+7v3O22woo1MdnGdv3M4RM1Mfv3HeXVCKZV/6ojzfHQdYEGiaUiRtUh3e7QyEHOK,ezjmgu1,2025-07-31 09:42:36+00:00,40.408451080322266,-3.70060658454895,B
+7v3O22woo1MdnGdv3M4RM1Mfv3HeXVCKZV/6ojzfHQdYEGiaUiRtUh3e7QyEHOK,ezjmgy9,2025-07-31 10:21:55+00:00,40.422401428222656,-3.7006800174713135,B
+8zBQi+IzWLESHs17AdAOUdvr7b7rknN4dKeBgy8uoGjo0Xcn7Si58jds4VtUXYb,f25g00c,2025-07-29 03:52:37+00:00,45.53266906738281,-73.47453308105469,B
